precio,banos,dormitorios,superficie_total,superficie_construida,estacionamiento,latitud,longitud
93391200.0,1.0,3.0,83.0,76.0,0.0,-33.484852,-70.664056
94176000.0,1.0,3.0,64.0,64.0,1.0,-33.731991,-70.741953
93901320.0,2.0,3.0,102.0,65.0,1.0,-33.732508,-70.764297
93979800.0,2.0,5.0,165.0,80.0,1.0,-33.58064094,-70.55396551
94176000.0,1.0,2.0,130.0,62.0,1.0,-33.608407,-70.900428
94176000.0,2.0,4.0,85.0,58.0,1.0,-33.317917,-70.755962
94960800.0,2.0,3.0,171.0,88.0,1.0,-33.596353,-70.55709
94960800.0,2.0,4.0,88.0,74.0,0.0,-33.353387,-70.752101
94176000.0,1.0,2.0,126.0,65.0,0.0,-33.602432,-70.872787
94960800.0,2.0,5.0,140.0,56.0,0.0,-33.580677,-70.55403
94960800.0,1.0,2.0,98.0,58.0,0.0,-33.464088,-70.707718
94960800.0,2.0,3.0,129.0,129.0,0.0,-33.516336,-70.796544
94960800.0,1.0,2.0,90.0,43.0,1.0,-33.58712,-70.591553
94960800.0,2.0,3.0,100.0,92.0,1.0,-33.564648,-70.571258
94960800.0,1.0,3.0,80.0,68.0,0.0,-33.470785,-70.530559
94960800.0,3.0,6.0,495.0,250.0,0.0,-33.570304,-70.815846
94960800.0,1.0,3.0,89.0,87.0,1.0,-33.55831603,-70.57104946
94960800.0,1.0,3.0,125.0,84.0,0.0,-33.484663,-70.664257
94960800.0,1.0,3.0,315.0,70.0,0.0,-33.73397,-70.686222
94960800.0,1.0,4.0,120.0,70.0,0.0,-33.367104,-70.710804
95981040.0,1.0,3.0,163.0,62.0,1.0,-33.475857,-70.705719
94960800.0,1.0,2.0,140.0,60.0,0.0,-33.600372,-70.572002
95941800.0,1.0,3.0,157.0,118.0,0.0,-33.499479,-70.747709
96138000.0,1.0,3.0,130.0,65.0,0.0,-33.45898523,-70.75610001
97472160.0,2.0,2.0,100.0,79.0,1.0,-33.608359,-70.707566
97982280.0,1.0,3.0,126.0,100.0,0.0,-33.547825,-70.622032
97982280.0,1.0,3.0,152.0,83.0,0.0,-33.472488,-70.74929
97982280.0,1.0,2.0,142.0,52.0,1.0,-33.359156,-70.679628
97982280.0,1.0,3.0,90.0,52.0,1.0,-33.55764,-70.572609
97982280.0,2.0,4.0,187.0,100.0,0.0,-33.806211,-70.737886
97982280.0,1.0,3.0,95.0,68.0,0.0,-33.472493,-70.753564
97982280.0,1.0,4.0,187.0,100.0,0.0,-33.732838,-70.688721
97982280.0,1.0,2.0,180.0,54.0,0.0,-33.4969286,-70.73952639
97982280.0,1.0,3.0,70.0,54.0,0.0,-33.486053,-70.763598
97982280.0,2.0,6.0,200.0,200.0,0.0,-33.58517,-70.630823
98100000.0,1.0,3.0,112.0,51.0,1.0,-33.476192,-70.728752
98100000.0,1.0,3.0,170.0,95.0,0.0,-33.551853,-70.568794
98100000.0,1.0,3.0,128.0,46.0,1.0,-33.607586,-70.601364
98492400.0,1.0,3.0,126.36,59.0,0.0,-33.57569214,-70.56301265
98806320.0,2.0,4.0,70.0,70.0,0.0,-33.43626,-70.770676
98963280.0,1.0,2.0,250.0,63.0,0.0,-33.407253,-70.62963
98963280.0,2.0,7.0,112.0,104.0,1.0,-33.499543,-70.680256
99983520.0,2.0,6.0,200.0,150.0,0.0,-33.497711,-70.667427
99983520.0,2.0,3.0,370.0,100.0,1.0,-33.741261,-70.682337
99983520.0,1.0,2.0,200.0,60.0,0.0,-33.542619,-70.617867
99983520.0,1.0,5.0,122.0,114.65,1.0,-33.495945,-70.679085
99983520.0,1.0,3.0,166.0,111.0,1.0,-33.376194,-70.661453
99983520.0,1.0,3.0,166.0,55.0,1.0,-33.376194,-70.661453
99983520.0,1.0,3.0,88.0,75.0,0.0,-33.46796,-70.673584
99983520.0,2.0,5.0,170.0,170.0,1.0,-33.615166,-70.581314
99983520.0,2.0,4.0,220.0,120.0,0.0,-33.583561,-70.605669
99983520.0,1.0,3.0,750.0,86.0,0.0,-33.810098,-70.738906
99983520.0,2.0,3.0,189.0,64.0,0.0,-33.422902,-70.645072
99983520.0,1.0,4.0,100.0,100.0,1.0,-33.821023,-70.73621
99983520.0,1.0,2.0,51.0,1.0,0.0,-33.32737062,-70.77164519
100062000.0,1.0,2.0,163.0,85.0,0.0,-33.570156,-70.562378
100062000.0,1.0,3.0,146.0,63.0,0.0,-33.59196223,-70.57350018
100062000.0,2.0,4.0,245.0,125.0,1.0,-33.57708162,-70.60284139
101945520.0,1.0,2.0,80.0,48.0,1.0,-33.59033872,-70.5625077
101945520.0,1.0,2.0,131.0,54.0,0.0,-33.555817,-70.566032
102024000.0,3.0,4.0,154.0,83.0,1.0,-33.604307,-70.673506
102024000.0,1.0,3.0,120.0,57.0,0.0,-33.542686,-70.582123
102024000.0,2.0,6.0,120.0,120.0,0.0,-33.451402,-70.701928
103318920.0,1.0,3.0,118.0,94.0,1.0,-33.508011,-70.782215
102416400.0,3.0,6.0,281.0,145.0,0.0,-33.54619,-70.677272
103986000.0,2.0,3.0,111.0,63.0,0.0,-33.618251,-70.688664
104967000.0,1.0,3.0,210.0,70.0,1.0,-33.493111,-70.674553
104810040.0,1.0,4.0,145.0,73.0,,-33.542813,-70.775635
103593600.0,1.0,3.0,180.0,100.0,0.0,-33.687643,-71.208324
104967000.0,2.0,3.0,221.0,77.0,1.0,-33.292545,-70.87484
104967000.0,1.0,3.0,147.0,90.0,0.0,-33.463889,-70.700117
104967000.0,1.0,3.0,132.0,75.0,0.0,-33.482395,-70.679371
104967000.0,1.0,3.0,160.0,70.0,0.0,-33.59263599,-70.68580554
104967000.0,2.0,4.0,248.0,110.0,1.0,-33.51587,-70.676008
104967000.0,2.0,3.0,118.0,63.0,1.0,-33.396887,-70.742968
104967000.0,1.0,3.0,162.0,93.0,0.0,-33.491831,-70.760742
105948000.0,2.0,6.0,120.0,98.0,0.0,-33.40927,-70.657549
105948000.0,2.0,3.0,200.0,54.0,0.0,-33.50835,-70.56768
104967000.0,2.0,4.0,100.0,80.0,0.0,-33.519135,-70.689517
105555600.0,1.0,3.0,117.0,109.0,0.0,-33.461423,-70.653944
106968240.0,1.0,2.0,128.0,51.0,0.0,-33.586222,-70.561128
107949240.0,2.0,3.0,113.0,64.0,1.0,-33.58969,-70.597653
105948000.0,1.0,3.0,50.0,50.0,0.0,-33.484585,-70.674232
105948000.0,1.0,3.0,160.0,140.0,0.0,-33.451017,-70.740386
107125200.0,2.0,2.0,108.0,60.0,0.0,-33.679866,-70.996001
108969480.0,1.0,3.0,162.0,104.31,1.0,-33.448171,-70.717237
109872000.0,1.0,4.0,128.0,98.0,0.0,-33.395853,-70.699681
109950480.0,2.0,4.0,180.0,90.0,1.0,-33.54878807,-70.67143814
108302400.0,2.0,2.0,61.0,60.0,0.0,-33.36494,-70.504558
109950480.0,1.0,3.0,209.0,120.0,0.0,-33.47295,-70.714424
109950480.0,1.0,3.0,100.0,46.0,0.0,-33.533949,-70.781989
109950480.0,1.0,2.0,160.0,125.0,0.0,-33.369506,-70.681224
109950480.0,2.0,7.0,145.0,125.0,0.0,-33.555988,-70.624306
109950480.0,2.0,4.0,175.0,90.0,0.0,-33.357288,-70.688499
109950480.0,1.0,2.0,107.0,65.0,1.0,-33.52584116,-70.53964957
109950480.0,2.0,4.0,175.0,90.0,0.0,-33.357288,-70.688499
109950480.0,1.0,4.0,100.0,100.0,0.0,-33.367776,-70.731698
109950480.0,1.0,2.0,123.0,50.0,0.0,-33.58625,-70.56926
109950480.0,1.0,3.0,352.0,107.0,0.0,-33.586451,-70.694351
109950480.0,1.0,3.0,190.0,80.0,1.0,-33.495082,-70.627419
109950480.0,2.0,7.0,270.0,145.0,0.0,-33.555671,-70.624363
109950480.0,2.0,4.0,10553.0,69.0,0.0,-33.73035815,-70.76019712
109950480.0,1.0,3.0,190.0,80.0,1.0,-33.495093,-70.627365
110107440.0,2.0,3.0,110.0,100.0,1.0,-33.57614,-70.557488
109950480.0,1.0,4.0,152.0,84.0,1.0,-33.529749,-70.624011
114973200.0,2.0,4.0,127.5,75.9,0.0,-33.518469,-70.781784
111049200.0,1.0,3.0,100.0,78.0,1.0,-33.54614195,-70.59850237
113796000.0,3.0,4.0,215.0,120.0,0.0,-33.607771,-70.90594
113796000.0,1.0,2.0,144.0,51.0,1.0,-33.573621,-70.82504
113482080.0,3.0,5.0,252.0,130.0,0.0,-33.54533,-70.785469
114973200.0,1.0,3.0,140.0,76.0,0.0,-33.443638,-70.643161
114973200.0,2.0,4.0,160.0,105.0,1.0,-33.477499,-70.560562
114973200.0,2.0,3.0,95.0,85.0,0.0,-33.348755,-70.729568
114973200.0,1.0,3.0,240.0,89.0,1.0,-33.560939,-70.795204
114973200.0,2.0,5.0,182.0,100.0,0.0,-33.378765,-70.664139
114973200.0,1.0,3.0,105.0,90.0,0.0,-33.587432,-70.704895
114973200.0,2.0,4.0,128.0,80.0,1.0,-33.55077,-70.580093
114973200.0,1.0,5.0,167.0,87.0,1.0,-33.46839243,-70.70919262
114973200.0,2.0,3.0,152.0,59.0,1.0,-33.54591653,-70.77928104
114973200.0,1.0,3.0,70.0,70.0,0.0,-33.46806838,-70.67344542
114973200.0,4.0,8.0,345.0,345.0,0.0,-33.508506,-70.643528
114973200.0,3.0,4.0,300.0,147.0,1.0,-33.499344,-70.771523
115758000.0,2.0,4.0,146.0,120.0,1.0,-33.53279476,-70.77193826
115758000.0,2.0,3.0,115.0,65.0,0.0,-33.33044963,-70.75074873
115954200.0,2.0,3.0,165.0,62.0,0.0,-33.571811,-70.5795
117720000.0,1.0,3.0,93.0,70.0,0.0,-33.501396,-70.789627
116464320.0,2.0,3.0,149.0,61.0,0.0,-33.348812,-70.73333
116974440.0,2.0,3.0,150.0,80.0,0.0,-33.534007,-70.785923
117327600.0,2.0,3.0,108.0,60.0,1.0,-33.580181,-70.594647
117720000.0,1.0,3.0,200.0,80.0,1.0,-33.51853827,-70.63185578
118465560.0,3.0,4.0,190.0,136.2,0.0,-33.582199,-70.569107
119956680.0,2.0,3.0,340.0,210.0,1.0,-33.621858,-70.580712
119956680.0,1.0,3.0,121.0,79.0,0.0,-33.48402351,-70.63113321
119682000.0,2.0,3.0,107.0,73.0,0.0,-33.59391,-70.547302
119956680.0,2.0,4.0,99.0,94.0,1.0,-33.50989,-70.756443
119956680.0,2.0,4.0,208.0,150.0,0.0,-33.441204,-70.72789
119956680.0,1.0,3.0,100.0,93.0,0.0,-33.617806,-70.703188
119956680.0,4.0,6.0,199.0,180.0,0.0,-33.516369,-70.75631
119956680.0,2.0,5.0,160.0,160.0,0.0,-33.438686,-70.667111
119956680.0,2.0,3.0,70.0,65.0,1.0,-33.36189297,-70.71828739
119956680.0,2.0,4.0,152.0,76.0,1.0,-33.542711,-70.583429
119956680.0,2.0,2.0,162.0,70.0,0.0,-33.512363,-70.623813
119956680.0,1.0,2.0,300.0,90.0,0.0,-33.528676,-70.674888
119956680.0,2.0,3.0,200.0,100.0,1.0,-33.472347,-70.708458
119956680.0,1.0,4.0,83.0,50.0,1.0,-33.470855,-70.746654
119956680.0,1.0,2.0,533.0,70.0,0.0,-33.389431,-70.672806
119956680.0,2.0,3.0,270.0,73.0,0.0,-33.43299077,-70.72707848
119956680.0,3.0,7.0,151.0,42.0,0.0,-33.446457,-70.73259
119956680.0,2.0,6.0,200.0,100.0,1.0,-33.469807,-70.55696
119956680.0,1.0,2.0,124.0,52.0,0.0,-33.526849,-70.78538
119956680.0,2.0,5.0,180.0,150.0,0.0,-33.49842,-70.753527
119956680.0,1.0,3.0,122.0,46.0,0.0,-33.53354,-70.787664
119956680.0,1.0,3.0,120.0,75.0,0.0,-33.473579,-70.550301
119956680.0,2.0,5.0,180.0,168.0,1.0,-33.485475,-70.631028
119956680.0,2.0,3.0,153.0,72.0,0.0,-33.564407,-70.780765
119956680.0,1.0,4.0,150.0,100.0,0.0,-33.558733,-70.713552
119956680.0,1.0,2.0,465.0,80.0,0.0,-33.739623,-70.678083
120466800.0,2.0,3.0,150.0,90.0,1.0,-33.60062376,-70.86202079
120466800.0,1.0,2.0,130.0,70.0,0.0,-33.361965,-70.511871
120702240.0,1.0,3.0,70.0,70.0,0.0,-33.47135596,-70.64422535
120976920.0,1.0,3.0,221.0,80.0,0.0,-33.514637,-70.77227
121957920.0,2.0,3.0,100.0,65.0,0.0,-33.617268,-70.889185
121957920.0,3.0,3.0,213.0,137.0,0.0,-33.610676,-70.687065
121957920.0,2.0,3.0,160.0,130.0,1.0,-33.473386,-70.570606
121957920.0,3.0,3.0,137.0,76.0,1.0,-33.61182,-70.687441
122703480.0,2.0,3.0,95.0,63.0,1.0,-33.364611,-70.715659
122978160.0,2.0,3.0,180.0,80.0,0.0,-33.486969,-70.736671
122625000.0,2.0,3.0,180.0,100.0,0.0,-33.413534,-70.675825
122664240.0,1.0,3.0,140.0,66.0,0.0,-33.675385,-71.211906
122978160.0,2.0,3.0,120.0,90.0,0.0,-33.565278,-70.567299
122978160.0,2.0,3.0,110.0,71.0,1.0,-33.56831394,-70.82267619
124783200.0,2.0,5.0,210.0,167.0,0.0,-33.50908,-70.640223
123959160.0,2.0,4.0,167.0,83.0,1.0,-33.550491,-70.66011
124390800.0,2.0,3.0,100.0,89.0,1.0,-33.419576,-70.664477
122978160.0,1.0,2.0,150.0,70.0,0.0,-33.524979,-70.793037
124979400.0,2.0,2.0,264.0,188.0,0.0,-33.569141,-70.684486
124979400.0,2.0,3.0,100.0,90.0,0.0,-33.52243,-70.788353
124979400.0,2.0,3.0,255.0,143.0,0.0,-33.676348,-70.976624
124979400.0,2.0,4.0,90.0,65.0,0.0,-33.486401,-70.772957
124979400.0,1.0,4.0,148.0,77.0,1.0,-33.477215,-70.733139
124979400.0,2.0,5.0,261.0,118.0,0.0,-33.592449,-70.692459
124979400.0,2.0,4.0,175.0,95.0,0.0,-33.601624,-70.872421
124979400.0,2.0,3.0,104.0,67.0,0.0,-33.61278797,-70.54356266
124979400.0,2.0,3.0,95.0,68.0,0.0,-33.594701,-70.563706
124979400.0,1.0,4.0,210.0,107.0,1.0,-33.495224,-70.671288
125254080.0,1.0,3.0,70.0,70.0,0.0,-33.471141,-70.64364
124979400.0,1.0,4.0,250.0,180.0,0.0,-33.494661,-70.643784
124979400.0,1.0,3.0,110.0,90.0,1.0,-33.555801,-70.79535
124979400.0,1.0,3.0,110.0,90.0,0.0,-33.555801,-70.79535
124979400.0,3.0,3.0,567.0,100.0,0.0,-33.307225,-70.79047
125568000.0,1.0,3.0,177.0,51.0,0.0,-33.527783,-70.792852
127961640.0,2.0,3.0,120.0,80.0,1.0,-33.481689,-70.740211
127530000.0,2.0,3.0,60.0,60.0,0.0,-33.45463,-70.690624
125960400.0,1.0,4.0,205.0,54.0,1.0,-33.599248,-70.715234
127961640.0,2.0,3.0,110.0,70.0,0.0,-33.522456,-70.791466
128118600.0,3.0,5.0,250.0,128.0,0.0,-33.39500989,-70.7556097
128942640.0,2.0,3.0,156.0,86.0,1.0,-33.503154,-70.747154
128157840.0,1.0,3.0,128.0,70.0,0.0,-33.47388,-70.734736
128942640.0,2.0,3.0,150.0,106.0,1.0,-33.465958,-70.737251
129492000.0,2.0,3.0,200.0,70.0,1.0,-33.454308,-70.706848
129845160.0,2.0,3.0,200.0,70.0,0.0,-33.543354,-70.626205
129962880.0,1.0,3.0,247.0,70.0,0.0,-33.500531,-70.71785
129962880.0,1.0,4.0,125.0,84.0,0.0,-33.496243,-70.742537
129962880.0,2.0,3.0,160.0,70.0,0.0,-33.321944,-70.751449
129962880.0,3.0,3.0,305.0,1.0,0.0,-33.486263,-70.670525
129962880.0,1.0,5.0,195.0,130.0,0.0,-33.428783,-70.677574
129962880.0,2.0,4.0,150.0,75.0,1.0,-33.583946,-70.587242
129962880.0,1.0,4.0,280.0,100.0,0.0,-33.682479,-71.202637
129962880.0,3.0,6.0,275.0,100.0,0.0,-33.536659,-70.6427
129962880.0,1.0,5.0,200.0,100.0,0.0,-33.57571,-70.70207
129962880.0,2.0,3.0,115.0,84.0,0.0,-33.399461,-70.753794
129962880.0,1.0,6.0,200.0,125.0,0.0,-33.464691,-70.698898
129962880.0,1.0,3.0,315.0,106.0,0.0,-33.592271,-70.704493
129962880.0,1.0,3.0,160.0,90.0,1.0,-33.51119559,-70.71996817
129962880.0,3.0,7.0,180.0,120.0,1.0,-33.4713059,-70.55435612
129962880.0,2.0,4.0,110.0,110.0,1.0,-33.50434507,-70.6004763
129962880.0,1.0,5.0,195.0,130.0,0.0,-33.428783,-70.677574
129962880.0,2.0,3.0,105.0,70.0,0.0,-33.609213,-70.862744
129962880.0,1.0,3.0,120.0,70.0,0.0,-33.540638,-70.5849
129962880.0,2.0,3.0,200.0,140.0,1.0,-33.47984,-70.743176
129962880.0,1.0,3.0,200.0,60.0,1.0,-33.45568982,-70.70626586
129962880.0,1.0,3.0,88.0,78.0,1.0,-33.39536,-70.663645
129962880.0,3.0,4.0,130.0,90.0,0.0,-33.543802,-70.7833
129962880.0,1.0,3.0,247.0,70.0,0.0,-33.500531,-70.71785
129962880.0,1.0,2.0,107.0,73.0,1.0,-33.491239,-70.758979
130473000.0,2.0,3.0,1.0,1.0,0.0,-33.201754,-70.680938
131924880.0,2.0,3.0,160.0,75.0,0.0,-33.526116,-70.789359
131964120.0,3.0,6.0,171.0,142.0,1.0,-33.474094,-70.559677
131179320.0,1.0,3.0,136.0,58.0,1.0,-33.544456,-70.582016
131454000.0,2.0,3.0,120.0,80.0,1.0,-33.593533,-70.546944
131964120.0,2.0,4.0,142.0,121.0,1.0,-33.602497,-70.700905
132788160.0,1.0,2.0,100.0,60.0,0.0,-33.501823,-70.623268
132945120.0,1.0,2.0,154.0,57.0,0.0,-33.534374,-70.788695
133416000.0,2.0,3.0,151.0,140.0,0.0,-33.731991,-70.741953
132945120.0,2.0,3.0,141.0,89.0,0.0,-33.590242,-70.570446
133416000.0,3.0,3.0,100.0,100.0,0.0,-33.356945,-70.735893
133416000.0,2.0,3.0,168.0,80.0,0.0,-33.591148,-70.538823
134200800.0,1.0,4.0,160.0,100.0,0.0,-33.286493,-70.872905
134357760.0,1.0,3.0,132.0,64.0,0.0,-33.61824,-70.678635
133416000.0,2.0,3.0,211.0,57.0,0.0,-33.60079,-70.853958
134750160.0,1.0,3.0,185.0,71.0,1.0,-33.560663,-70.599802
134946360.0,2.0,3.0,137.0,62.0,1.0,-33.21738955,-70.68330819
134946360.0,2.0,3.0,144.0,90.0,0.0,-33.47066,-70.613193
134946360.0,1.0,1.0,145.0,99.0,0.0,-33.484864,-70.759972
134946360.0,3.0,5.0,218.0,110.0,1.0,-33.401039,-70.628242
134946360.0,1.0,3.0,75.0,45.0,1.0,-33.522143,-70.761338
134946360.0,2.0,3.0,120.0,69.0,1.0,-33.551328,-70.604108
134946360.0,1.0,3.0,160.0,112.0,1.0,-33.426678,-70.733959
134946360.0,2.0,3.0,120.0,77.0,0.0,,
134946360.0,2.0,4.0,132.0,124.1,0.0,-33.461819,-70.70256
134946360.0,2.0,2.0,63.0,46.0,0.0,-33.461301,-70.733599
134946360.0,2.0,3.0,194.0,122.0,0.0,-33.554307,-70.599742
134946360.0,1.0,3.0,250.0,52.0,1.0,-33.529709,-70.690802
135142560.0,3.0,4.0,130.0,90.0,0.0,-33.572655,-70.599487
134946360.0,1.0,3.0,280.0,190.0,0.0,-33.380336,-70.68599
135378000.0,2.0,4.0,181.0,65.0,0.0,-33.502242,-70.741851
135378000.0,1.0,4.0,192.0,160.0,0.0,-33.426596,-70.722935
135966600.0,2.0,4.0,145.0,90.0,1.0,-33.50106,-70.601784
136437480.0,1.0,4.0,200.0,120.0,1.0,-33.40937,-70.677628
136947600.0,4.0,4.0,164.0,100.0,0.0,-33.589054,-70.556969
136947600.0,1.0,3.0,150.0,95.0,0.0,-33.516518,-70.566345
137300760.0,2.0,3.0,122.0,108.0,1.0,-33.503952,-70.786026
136947600.0,2.0,4.0,162.0,115.8,0.0,-33.460385,-70.568469
137183040.0,2.0,3.0,140.0,65.0,0.0,-33.599234,-70.859708
137340000.0,3.0,3.0,126.0,97.0,1.0,-33.617343,-70.865431
137340000.0,2.0,3.0,130.0,75.0,0.0,-33.603324,-70.585622
137340000.0,2.0,3.0,211.0,88.0,0.0,-33.601494,-70.672873
137340000.0,2.0,3.0,260.0,70.0,0.0,-33.296638,-70.869987
137457720.0,3.0,3.0,185.0,100.0,1.0,-33.72897465,-70.72057997
137340000.0,2.0,3.0,260.0,140.0,1.0,-33.536944,-70.653321
137653920.0,2.0,3.0,140.0,85.0,1.0,-33.550667,-70.560951
137967840.0,2.0,3.0,96.0,96.0,1.0,-33.470757,-70.612953
137967840.0,2.0,5.0,187.0,187.0,0.0,-33.480001,-70.658152
138791880.0,2.0,3.0,226.0,72.0,0.0,-33.643737,-70.698805
137967840.0,3.0,3.0,96.0,72.0,1.0,-33.54567,-70.791443
138948840.0,2.0,6.0,265.0,162.0,0.0,-33.438403,-70.668607
139969080.0,1.0,2.0,200.0,80.0,0.0,-33.373798,-70.68264
138948840.0,2.0,4.0,270.0,94.0,1.0,-33.49963249,-70.75119209
139772880.0,2.0,3.0,170.0,74.0,0.0,-33.56516072,-70.55723536
138948840.0,2.0,4.0,227.0,100.0,1.0,-33.504761,-70.760963
139969080.0,1.0,3.0,150.0,78.0,1.0,-33.52626,-70.767022
139969080.0,2.0,4.0,162.0,108.0,1.0,-33.519577,-70.579857
139969080.0,2.0,4.0,272.0,200.0,0.0,-33.410895,-70.673478
139969080.0,2.0,3.0,132.0,48.0,0.0,-33.461941,-70.735649
139969080.0,1.0,3.0,317.0,51.0,0.0,-33.55912,-70.574921
139969080.0,1.0,3.0,190.0,170.0,1.0,-33.444086,-70.729176
139969080.0,2.0,5.0,152.0,137.0,1.0,-33.453926,-70.718315
139969080.0,2.0,4.0,165.0,80.0,1.0,-33.616985,-70.68998
139969080.0,2.0,3.0,177.0,123.0,0.0,-33.459801,-70.635127
139969080.0,3.0,3.0,140.0,80.0,1.0,-33.609234,-70.586806
139969080.0,2.0,4.0,119.0,118.0,0.0,-33.59136,-70.564902
140086800.0,2.0,2.0,285.0,72.0,0.0,-33.60623,-70.569689
141264000.0,2.0,3.0,137.0,76.0,1.0,-33.49237,-70.743962
141224760.0,1.0,2.0,180.0,93.3,1.0,-33.516707,-70.752231
141264000.0,2.0,3.0,300.0,90.0,1.0,-33.47533,-70.531052
141264000.0,2.0,4.0,146.8,72.0,1.0,-33.73654468,-70.75898459
141264000.0,3.0,5.0,115.0,72.0,0.0,-33.664363,-70.930335
141264000.0,3.0,3.0,260.0,140.0,1.0,-33.471461,-70.703797
142048800.0,2.0,3.0,180.0,75.0,1.0,-33.297368,-70.878232
141577920.0,2.0,3.0,160.0,65.0,0.0,-33.30077991,-70.87388035
142441200.0,2.0,4.0,233.0,200.0,1.0,-33.568103,-70.797443
143226000.0,1.0,5.0,106.0,81.0,1.0,-33.518669,-70.625595
143226000.0,1.0,3.0,245.0,80.0,0.0,-33.516972,-70.590645
142951320.0,3.0,5.0,160.0,120.0,0.0,-33.49649,-70.74308
143226000.0,2.0,3.0,108.0,62.0,1.0,-33.451538,-70.760475
144952560.0,2.0,3.0,139.0,75.0,1.0,-33.490097,-70.746162
144952560.0,1.0,3.0,260.0,65.0,1.0,-33.62322025,-70.71233157
143618400.0,2.0,4.0,180.0,80.0,0.0,-33.52413545,-70.7802559
144952560.0,1.0,3.0,110.0,80.0,0.0,-33.466568,-70.738358
144952560.0,2.0,3.0,270.0,165.0,1.0,-33.53937494,-70.62034762
144952560.0,6.0,10.0,160.0,160.0,0.0,-33.433929,-70.73204
144952560.0,2.0,3.0,168.0,68.0,0.0,-33.539051,-70.566132
144952560.0,2.0,5.0,145.0,119.0,1.0,-33.529011,-70.589752
144952560.0,2.0,4.0,160.0,89.0,1.0,-33.544517,-70.573038
144952560.0,2.0,4.0,220.0,110.0,0.0,-33.54862326,-70.55948267
144952560.0,3.0,4.0,108.0,95.0,0.0,-33.563983,-70.778191
145188000.0,1.0,3.0,300.0,250.0,0.0,-33.490141,-70.642998
145188000.0,2.0,5.0,140.0,120.0,0.0,-33.396301,-70.752831
145188000.0,2.0,5.0,140.0,120.0,0.0,-33.396301,-70.752831
145188000.0,2.0,5.0,140.0,120.0,0.0,-33.396301,-70.752831
145972800.0,3.0,3.0,167.0,95.0,1.0,-33.642498,-70.698311
146953800.0,2.0,3.0,184.0,118.0,1.0,-33.360382,-70.73683535
145972800.0,3.0,3.0,130.0,72.0,1.0,-33.433984,-70.779617
146365200.0,3.0,3.0,160.0,120.0,0.0,-33.616853,-70.707924
146953800.0,3.0,5.0,175.0,132.0,0.0,-33.526287,-70.649361
147974040.0,3.0,3.0,128.0,92.0,1.0,-33.558384,-70.787659
147974040.0,2.0,3.0,250.0,180.0,0.0,-33.612198,-70.542
146953800.0,1.0,3.0,187.0,79.0,1.0,-33.45159441,-70.7078262
146953800.0,1.0,3.0,100.0,54.0,0.0,-33.53083,-70.580118
147974040.0,3.0,4.0,121.0,113.0,0.0,-33.564312,-70.77566
149112000.0,3.0,4.0,160.0,90.0,,-33.558717,-70.58635
148955040.0,3.0,4.0,172.0,104.0,1.0,-33.55585992,-70.79104848
149112000.0,3.0,4.0,197.0,100.0,1.0,-33.72869944,-70.71821312
147974040.0,2.0,3.0,220.0,95.0,0.0,-33.54205027,-70.59106432
149112000.0,2.0,4.0,164.0,84.0,0.0,-33.418848,-70.697244
149465160.0,3.0,3.0,180.0,100.0,1.0,-33.72890121,-70.71972677
149975280.0,1.0,6.0,220.0,220.0,0.0,-33.458057,-70.630528
149975280.0,2.0,4.0,149.0,80.0,0.0,-33.48636855,-70.6095583
149975280.0,3.0,4.0,125.0,93.0,1.0,-33.50989,-70.756443
149975280.0,2.0,4.0,162.0,109.0,1.0,-33.45099353,-70.71876238
149975280.0,1.0,3.0,143.0,120.0,0.0,-33.568562,-70.572687
149975280.0,3.0,5.0,110.0,103.2,1.0,-33.486984,-70.772087
149975280.0,2.0,4.0,100.0,70.0,0.0,-33.463638,-70.744934
149975280.0,2.0,3.0,240.0,180.0,0.0,-33.50854025,-70.58344159
149975280.0,2.0,4.0,120.0,88.0,1.0,-33.551688,-70.604013
149975280.0,1.0,2.0,150.0,80.0,0.0,-33.470161,-70.651527
149975280.0,2.0,5.0,510.0,300.0,0.0,-33.399136,-70.679321
149975280.0,2.0,4.0,676.0,200.0,0.0,-33.226594,-70.81583
149975280.0,2.0,4.0,160.0,93.0,0.0,-33.39967,-70.650429
149975280.0,1.0,2.0,153.0,84.3,1.0,-33.503126,-70.644449
149975280.0,3.0,5.0,1.0,1.0,1.0,-33.539467,-70.783867
149975280.0,1.0,2.0,220.0,110.0,1.0,-33.502468,-70.722725
149975280.0,1.0,3.0,187.0,108.0,1.0,-33.48837492,-70.66638788
149975280.0,4.0,7.0,140.0,140.0,0.0,-33.391795,-70.647885
149975280.0,2.0,5.0,220.0,150.0,0.0,-33.49112045,-70.60519251
149975280.0,3.0,4.0,208.0,110.0,1.0,-33.384556,-70.646858
149975280.0,2.0,2.0,240.0,100.0,1.0,-33.49249,-70.603514
151074000.0,1.0,3.0,245.0,80.0,0.0,-33.516972,-70.590645
151074000.0,3.0,3.0,100.0,92.5,0.0,-33.59983,-70.865474
149975280.0,1.0,3.0,200.0,130.0,0.0,-33.470203,-70.651627
152957520.0,2.0,5.0,200.0,140.0,0.0,-33.567372,-70.681312
151074000.0,2.0,3.0,140.0,80.0,1.0,-33.558009,-70.555372
151466400.0,3.0,4.0,613.0,150.0,0.0,-33.75516,-70.876385
152525880.0,3.0,3.0,245.0,120.02,0.0,-33.63177783,-70.7745893
